Headline,Galtung's Criteria,Class
"A collective trauma both physical and emotional is being visited upon the country's children on an unprecedented scale in Yemen, where the health system has been decimated by war.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""I can sleep without a blanket, I can bear the cold weather, but my family and I cannot live without food.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""One day we just woke up and found ourselves living between the rubble."" Remembering Shujayea: In one neighbourhood ravaged by the Gaza war, residents struggle to rebuild their shattered lives.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""I am completely destroyed. I've lost my legs. I've lost my job. I can't leave Gaza because we are under siege on all sides. All I want is at least one artificial limb to feel like a normal person again,""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
We returned to Gaza to find the children we talked to 10 years ago. Here's what they do now as young adults. [via Rewind],"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""I lost my house during the war... I don't want to remember my house,"" eight-year-old Aisha says. ""I wish I would die so I can go to my mother..","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""Around 4,000 Palestinians need to leave Gaza for urgent medical treatment but they can't because of the siege.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""We sleep above graves, on top of dead people. The kids wake up terrified at night, shouting 'save me, save me'."" The Gazans who are forced to live among the dead.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""I held the new keys in my hand; at that moment, I felt relieved and happy, and I wanted to give the keys to my wife and show her the house and everything in it.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""There has been no calm in Gaza for many, many decades.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Israel's policy of holding slain Palestinian bodies ""seeks to punish the families of those engaged in any resistance activities. It doesn't matter what these people were doing, the families still have the right to give them a burial"".","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""I never imagined that I would one day convey the news of a loved one's killing.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""Gazans have been living under inhumane conditions for more than nine years now with very limited access to water, electricity, food and health facilities ... As long as this humanitarian plight and Israel’s wrongdoings in Palestine go on, events like ours will continue to be organised in an increasingly stronger way.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
Three medics return to Beirut and recall events they saw from 'Gaza Hospital' during the Sabra and Shatila massacre.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""At one point, we had 500 cases arrive at once. This is way more than what the hospital's capacity can take.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""The Egyptian court's verdict is a coup against the will of its people,"" pronounced one protest sign at a demonstration that brought hundreds of Hamas supporters into the centre of Gaza City. The green flag of Hamas was everywhere, along with signs praising Hamas and its armed wing, al-Qassam Brigades.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""But in the Gaza Strip, a large refugee camp under siege, there is nothing worth selling, promoting or watching. No naked bodies, only naked feet. And the naked truth about a world that celebrates Cannes and obfuscates Gaza.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""Eating meat, chicken and enough vegetables and fruits has become a dream this Ramadan.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""War cannot create anything but misery, weapons bring nothing but death."" - Pope Francis","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""Unbelievable, but they are sold in open, public auctions.""","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""What am I bid, what am I bid?"" At this slave auction, smugglers sold migrants for as little as $400.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
CNN's Nima Elbagir went undercover to witness a human slave auction in Libya. Her report ignited protests and international condemnation about slavery.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
This world heritage site is guarded by volunteers with Kalashnikovs. It’s in Libya where IS has gained a foothold.,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
The untold story of the making and breaking of Libya. Watch The Lust for Libya:,"Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"Three babies are among 100 migrants who drowned off the coast of Libya today, as Europe hailed a new migration deal","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
"""What am I bid, what am I bid?"" At this slave auction, smugglers sold migrants for as little as $400.","Focus on invisible effects of violence (trauma and glory, damage to structure/ culture)",Peace
