Headline,Class
What is the history behind the tensions in Gaza? The BBC's Paul Adams takes a look at the issues at the root of the conflict. https://bbc.in/2L7zQYY:=:http://www.bbc.co.uk/news/world-middle-east-44131466,War
"""The Egyptian court's verdict is a coup against the will of its people,"" pronounced one protest sign at a demonstration that brought hundreds of Hamas supporters into the centre of Gaza City. The green flag of Hamas was everywhere, along with signs praising Hamas and its armed wing, al-Qassam Brigades. http://aje.io/vx7y:=:http://trib.al/dn0I2uA",War
Two Palestinians have been killed in an Israeli air attack near the fence between Gaza and Israel.,War
"A year ago, Mohammed Ajour said he earned about $650 a month from his work as a furniture maker. Nowadays, he'll make $250 in a lucky month.",War
"Attackers destroyed cameras, editing and broadcast equipment worth nearly $150,000, say staff.",War
Local Israeli council near Gaza border warns residents to expect military action as the country waits for a response.,War
Here's your week â€” in pictures.,War
"""I don't want kids to always think of martyrs, tanks, and shelling... Instead of destruction and death, they should learn how to make life. We shouldn't surrender to our surroundings."" Mais Naif, in the Gazan neighbourhood of Al-Zaytun, is part of an effort to 'beautify' their homes with bright colours, vivid designs, and lush plants. It all started when her father, Ehab, re-painted the inside of their homes. More stories like this: http://aljazeera.com/shorts:=:http://www.aljazeera.com/topics/shorts/shorts.html",War
"""They raised sheep and were barely making ends meet before they were killed."" - Mohamad Awad, al-Sawarka Bedouin tribe member",War
"Mosleh, who was shot in the stomach, was one of 50 people at the protest injured by live ammunition.",War
"The defence ministry announced late on Monday that fuel and gas deliveries will be suspended, while fishing restriction will be reduced from six nautical miles to three.",War
Malaysian police say the two suspects could still be in the country.,War
Hamas fired two rockets after Israel targeted positions in response to alleged launch of incendiary balloons from Gaza.,War
"Karam Fayyad, 26, was killed east of city of Khan Younis, health ministry spokesman Ashraf al-Qidra said.",War
Numerous political parties operate in the West Bank and Gaza. But who are they and what do they represent?,War
"Egypt and Israel built a wall dividing Sinai and Gaza in 1982, that continues to split families and communities today. Watch the full film: https://aje.io/lsw9a:=:https://www.youtube.com/watch?v=WXmdTGrvSqo",War
"""The march - with its popular mandate and peaceful nature - managed to undermine Israel's efforts to present Gaza as a ""security issue"". The constant protests have been a source of dismay, annoyance and embarrassment for the Israeli occupation."" -- #AJOpinion by Ahmed Abu Artema",War
"""I took care of the animals as if they were my children."" 47 animals have been removed from a private zoo in Gaza. The owner blames Israel's blockade for their condition.",War
"Jihad Jumaa, a zookeeper and son of the zoo's owner, told Al Jazeera that his father's original mission had been to provide a place for Gaza's families - small children, especially - to relax and enjoy themselves. ""People loved this place because it was unique and they spent a lot of time here. No one wanted to leave,"" Jumaa said.",War
The strikes came days into a ceasefire between Hamas and Israel.,War
This was one of our most-read stories this week on Facebook. You can read it here ðŸ‘‡ðŸ½,War
"UPDATED: ""Once again, the Israeli government and its military has acted like state pirates and attacked our boat in international waters."" http://aje.io/xjlj:=:http://www.aljazeera.com/news/2015/06/gaza-bound-flotilla-seized-israeli-navy-150629032943407.html",War
"The head of Palestinian fishermen's union chief said the shooting and the arrest of four other crew happened in one incident, and two more arrests were made when the Israeli military boarded another Gaza boat overnight. http://aje.io/nwae:=:http://www.aljazeera.com/news/2017/05/israeli-navy-shoots-gaza-fisherman-dead-170515191205958.html",War
"""An operation in Gaza would allow Israel's politicians to test the limits of the Trump administration's support.""",War
"For a second week, Palestinians are continuing their unarmed protest along the eastern borders of the Gaza Strip.",War
"In an investigation by People and Power, we hear directly from Israeli soldiers who took part in the assaults on the Gaza neighbourhoods of Shujayea and Rafah.",War
"Israeli forces ""redirected"" the sailboat in order to prevent a ""breach of the lawful maritime blockade"". http://aje.io/3rmu:=:http://www.aljazeera.com/news/2016/10/israel-intercepts-boat-seeking-break-gaza-blockade-161005173300505.html",War
"""I am yearning for a glimpse of my dad.""",War
"Gaza's ruling Hamas movement has chosen Yahya Sinwar, freed in a 2011 prisoner swap with Israel after more than 20 years in jail, as its new chief in the Palestinian enclave following an internal election.",War
"President Donald J. Trump has directed the State Department to withdraw $200 million in aid that was originally planned for programs in the West Bank and Gaza, a senior State Department official said",War
"At least five people have been killed by an explosion in the Gaza Strip, according to the Palestinian health ministry in the Hamas-administered territory.",War
Strong evidence' of Israeli war crimes in Gaza http://aje.io/nmc7:=:http://www.aljazeera.com/news/2015/07/evidence-israeli-war-crimes-gaza-interactive-15072810-150728133534137.html,War
From 1948 to now.,War
A group of women in Gaza started Palestine's first baseball team.,War
Three protesters injured by Israeli forces as demonstrations continue for the third Friday in a row.,War
"""After my son was captured by the army, tortured and lost one of his eyes, I told my family that we cannot continue to live here for one more day.""",War
"Farah and Haneen, joined at the abdomen and lower body, survive the operation to separate them.",War
"A group calling itself the Omar Brigades has claimed responsibilty for Wednesday's attack, prompting Israeli fighter jets to bomb three empty fields used by Hamas fighters in the southern Gaza strip. http://aje.io/7ny4:=:http://www.aljazeera.com/news/2015/06/rockets-fired-gaza-southern-israel-150603230355923.html",War
Neither Hamas nor the Israeli army are prepared to comment on news that an Israeli soldier has been kidnapped by Qassam brigade #Gaza,War
"Officials in the Gaza-based Hamas movement and the West Bank-based Palestinian Authority have traded barbs over the deaths, with each accusing the other of bearing the responsibility. http://aje.io/zl7m:=:http://www.aljazeera.com/news/2016/05/factions-trade-blame-gaza-children-burn-death-160507183719185.html",War
"A Palestinian farmer has been killed and another injured by Israeli artillery fire near Khan Yunis in Gaza, the Palestinian health ministry said.",War
"Can a humanitarian disaster be avoided in Gaza? It was already bad, but Israel's assault on the Gaza Strip has only made the humanitarian situation there worse. Hospitals have run out of basic medical supplies and thousands of Palestinians are homeless.
 What will it take to avoid a disaster?",War
"The #SpyCables expose 'desperate' US approach to Hamas Classified South African documents obtained by Al Jazeera also reveal an approach by Israel's then-secret service chief, Meir Dagan, seeking Pretoria's help in its efforts to scupper a landmark UN-authorised probe into alleged war crimes in Gaza, which was headed by South African judge Richard Goldstone. http://aje.io/gys3:=:http://trib.al/1MVxztC",War
"Among the dead were eight children, including eight-month-old Laila Anwar Ghandour. The health ministry said the baby was asphyxiated by tear gas.",War
"""We were expecting things to get better after the Israeli withdrawal in 2005. I think the fact that things got worse was a shock for some people.""",War
